               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 460,            0.014822,            0.013014,          0.00032109,             0.99527,             0.99254,             0.99484,             0.93699,           0.0093872,           0.0056974,          0.00015864,           0.0009118,           0.0009118,           0.0009118
                 461,             0.01482,            0.014233,          0.00028584,             0.99479,              0.9908,             0.99484,             0.93468,           0.0093903,           0.0056856,          0.00015959,            0.000892,            0.000892,            0.000892
                 462,            0.014375,             0.01339,          0.00023583,             0.99484,              0.9908,             0.99486,             0.93579,            0.009289,           0.0056732,          0.00015944,           0.0008722,           0.0008722,           0.0008722
                 463,            0.014972,            0.014446,          0.00033311,             0.99547,             0.99275,             0.99489,             0.93705,           0.0093587,           0.0057084,          0.00015809,           0.0008524,           0.0008524,           0.0008524
                 464,              0.0144,            0.012473,          0.00028427,             0.99573,             0.99246,             0.99486,             0.93698,           0.0093001,           0.0056773,          0.00015692,           0.0008326,           0.0008326,           0.0008326
                 465,            0.015797,            0.014476,          0.00043159,             0.99461,              0.9908,             0.99484,              0.9334,           0.0093976,           0.0056936,          0.00015626,           0.0008128,           0.0008128,           0.0008128
                 466,            0.016013,            0.014923,          0.00037495,              0.9948,              0.9908,             0.99487,             0.93196,           0.0093147,           0.0056574,          0.00015587,            0.000793,            0.000793,            0.000793
                 467,            0.015082,            0.014142,          0.00039549,             0.99485,              0.9908,             0.99489,             0.93779,           0.0092244,           0.0056401,          0.00015599,           0.0007732,           0.0007732,           0.0007732
                 468,            0.014731,            0.014345,          0.00027291,             0.99625,             0.99205,             0.99489,             0.93971,           0.0091474,           0.0056138,          0.00015566,           0.0007534,           0.0007534,           0.0007534
                 469,            0.014473,            0.012953,          0.00023003,             0.99617,             0.99169,             0.99484,             0.93769,           0.0091737,           0.0056104,          0.00015482,           0.0007336,           0.0007336,           0.0007336
                 470,            0.014734,            0.015052,          0.00025082,             0.99608,             0.99158,             0.99486,             0.93684,           0.0092123,           0.0056109,          0.00015438,           0.0007138,           0.0007138,           0.0007138
                 471,            0.014223,            0.013929,          0.00024724,             0.99598,             0.99139,             0.99484,             0.93328,           0.0093213,           0.0056138,          0.00015295,            0.000694,            0.000694,            0.000694
                 472,            0.015052,            0.014289,          0.00047406,             0.99582,             0.99131,             0.99484,             0.93691,           0.0092537,           0.0056004,          0.00015204,           0.0006742,           0.0006742,           0.0006742
                 473,            0.014978,            0.013762,          0.00036077,             0.99571,             0.99125,             0.99486,             0.93556,           0.0092361,           0.0056039,          0.00015113,           0.0006544,           0.0006544,           0.0006544
                 474,            0.013818,            0.013291,          0.00029113,             0.99579,             0.99146,             0.99489,             0.93688,           0.0091014,            0.005562,          0.00015052,           0.0006346,           0.0006346,           0.0006346
                 475,            0.015079,            0.015637,          0.00040244,             0.99478,              0.9908,             0.99489,             0.93667,            0.009172,           0.0055638,          0.00014955,           0.0006148,           0.0006148,           0.0006148
                 476,            0.013934,            0.014169,          0.00027607,             0.99486,              0.9908,             0.99489,             0.93823,           0.0090675,           0.0055265,          0.00014841,            0.000595,            0.000595,            0.000595
                 477,            0.014239,             0.01347,          0.00038762,             0.99521,              0.9908,             0.99486,             0.94038,           0.0090586,            0.005522,          0.00014834,           0.0005752,           0.0005752,           0.0005752
                 478,            0.014271,            0.012916,          0.00026969,             0.99508,              0.9908,             0.99486,             0.93832,           0.0090728,           0.0055241,          0.00014838,           0.0005554,           0.0005554,           0.0005554
                 479,            0.014995,            0.013699,           0.0004218,             0.99493,              0.9908,             0.99486,             0.94003,           0.0090391,           0.0055214,          0.00014748,           0.0005356,           0.0005356,           0.0005356
                 480,            0.015308,            0.014079,          0.00027893,             0.99483,              0.9908,             0.99486,             0.94094,            0.009011,           0.0055171,           0.0001469,           0.0005158,           0.0005158,           0.0005158
                 481,            0.014273,            0.012309,          0.00028176,             0.99586,             0.99173,             0.99486,             0.94318,           0.0090018,           0.0055182,          0.00014703,            0.000496,            0.000496,            0.000496
                 482,            0.013855,            0.013389,          0.00024147,             0.99583,             0.99148,             0.99486,             0.93497,           0.0091217,           0.0055556,          0.00014692,           0.0004762,           0.0004762,           0.0004762
                 483,            0.014015,             0.01267,           0.0002664,             0.99625,             0.99169,             0.99486,             0.93281,           0.0091853,           0.0055833,          0.00014719,           0.0004564,           0.0004564,           0.0004564
                 484,            0.014363,            0.012279,           0.0003157,             0.99624,             0.99174,             0.99489,             0.93372,           0.0091482,           0.0055781,          0.00014713,           0.0004366,           0.0004366,           0.0004366
                 485,            0.013822,            0.013252,          0.00025284,             0.99516,              0.9908,             0.99489,              0.9329,           0.0091913,           0.0055748,          0.00014625,           0.0004168,           0.0004168,           0.0004168
                 486,            0.014575,            0.015025,          0.00034762,             0.99584,             0.99171,             0.99486,             0.93488,           0.0091448,           0.0055675,          0.00014572,            0.000397,            0.000397,            0.000397
                 487,             0.01492,            0.014885,          0.00030699,             0.99455,              0.9908,             0.99486,             0.93451,           0.0091315,           0.0055824,          0.00014529,           0.0003772,           0.0003772,           0.0003772
                 488,            0.014356,            0.015615,          0.00045029,             0.99584,             0.99178,             0.99489,             0.93619,           0.0091332,           0.0055822,          0.00014457,           0.0003574,           0.0003574,           0.0003574
                 489,            0.014198,            0.013876,          0.00027863,             0.99453,              0.9908,             0.99486,             0.93622,           0.0091475,           0.0055901,          0.00014394,           0.0003376,           0.0003376,           0.0003376
                 490,             0.01412,            0.014364,           0.0002887,             0.99588,             0.99192,             0.99489,             0.93971,           0.0090778,           0.0055803,          0.00014341,           0.0003178,           0.0003178,           0.0003178
                 491,            0.014839,            0.012893,          0.00030923,             0.99425,              0.9908,             0.99486,              0.9413,           0.0090419,           0.0055799,          0.00014339,            0.000298,            0.000298,            0.000298
                 492,             0.01534,            0.012477,          0.00021571,             0.99345,              0.9931,             0.99486,             0.94138,           0.0090342,           0.0055756,          0.00014312,           0.0002782,           0.0002782,           0.0002782
                 493,            0.014603,            0.014226,          0.00036732,              0.9936,             0.99352,             0.99489,             0.94001,           0.0090522,           0.0055838,          0.00014321,           0.0002584,           0.0002584,           0.0002584
                 494,            0.014305,            0.014521,          0.00029905,             0.99595,             0.99301,             0.99486,             0.93934,           0.0091091,           0.0055935,          0.00014264,           0.0002386,           0.0002386,           0.0002386
                 495,            0.013998,             0.01346,          0.00027627,             0.99761,             0.99284,             0.99489,             0.93683,           0.0091528,           0.0055972,           0.0001415,           0.0002188,           0.0002188,           0.0002188
                 496,            0.015049,            0.012256,          0.00037248,             0.99524,             0.99314,             0.99489,             0.93821,           0.0090691,           0.0055799,           0.0001416,            0.000199,            0.000199,            0.000199
                 497,              0.0143,            0.013835,          0.00030732,             0.99523,             0.99348,             0.99489,             0.93806,           0.0090381,           0.0055692,          0.00014247,           0.0001792,           0.0001792,           0.0001792
                 498,            0.013957,             0.01327,           0.0002769,             0.99589,              0.9927,             0.99486,             0.93947,           0.0090189,           0.0055568,           0.0001421,           0.0001594,           0.0001594,           0.0001594
                 499,            0.014436,            0.014119,          0.00033704,              0.9959,             0.99245,             0.99486,             0.93832,           0.0090378,           0.0055503,          0.00014221,           0.0001396,           0.0001396,           0.0001396
